Accuracy,Precision,Recall,F1-score,Confusion Matrix,ROC-AUC
0.9373021766653681,0.9031553902010628,0.9796515874561745,0.9398495142938063,"[[147030  17258]
 [  3343 160945]]",0.9755150062215797
