Accuracy,Precision,Recall,F1-score,Confusion Matrix,ROC-AUC
0.7701931973120374,0.7389062609322777,0.8356727210751851,0.7843160778197669,"[[115776  48512]
 [ 26997 137291]]",0.84224426059856
